Tweet,Label,Emojis,😂,😭,😍,🔥,😊,😩,❤️,🇺🇸,❤,🤣
<user> one of my favorite packs  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
we are all ok angge we love you  ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
can i have these kinds of boy best friend please  😩,1,['😩'],0,0,0,0,0,1,0,0,0,0
lmfao. utterly ridiculouss but go off i guess  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
eat the rainbow  😍  😍  😍,1,"['😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> helloo!!! hey i see you somewhere here sa gapo! thankyouu huhu you look nice too with your hair im glad were matchy matchy.  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> lovely  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> good morning dana....have a lovely wednesday too sweetie  ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
" <hashtag> eidmubarak to all patients, staff, colleagues and friends celebrating today.  😊  <url>",1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> never let em get you down! be you, cute and all.  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> <url> live right now !!!  💦  💦  lol  😂  i love cum <url>,1,"['💦', '💦', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> if you want one i am thinking about making more, possibly to sell for like...20$ each or somthing  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> <user> we glad you like it, definitely something for those long nights  🔥   <hashtag> thepowerisyours",1,['🔥'],0,0,0,1,0,0,0,0,0,0
<user>  😂   😂  you do it twice?,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user> thou shall share  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
lol awu mpokoqo is not real pap??!. you don't say. 😂  😂  😂  😂  😮  <url>,1,"['😂', '😂', '😂', '😂', '😮']",1,0,0,0,0,0,0,0,0,0
"<user> support for 4 guys today. i wish the event was successful  ❤ 
 <hashtag> tempxemfiercefashion <url>",1,['❤'],0,0,0,0,0,0,0,0,1,0
"<user> murder yes, but not suicide, not yet. i'm better than i thought.  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> lmao, or should i say, lmfo!  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> handsome bhai , heir to srk jaise hai  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
"eid mubarak  ❤ 

i wish allah's rehmat shines on you and you successfully achieve all your aspirations on  <hashtag> eidulfitr
and always.

 <hashtag> eidmubarak",1,['❤'],0,0,0,0,0,0,0,0,1,0
lol  😂   ... only in  <hashtag> glasgow had to share  <hashtag> glasgowisgrande  <hashtag> humour  <hashtag> justforfun  <hashtag> wednesdaywisdom  <hashtag> laughter <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> sexy chopra sexy thigh show  😍   <hashtag> priyankachoprajonas  <hashtag> priyanka  <hashtag> priyankachopra <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
omg  😂  😂  😂  😂  😂  why and i love chris evans  😂,1,"['😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> definitely not gonna mind heading back to android for the a50 series phones. the beauty  😍   <hashtag> thegalaxyaway,1,['😍'],0,0,1,0,0,0,0,0,0,0
serving our father land  😂   😂   😂   <hashtag> netnaija  <hashtag> entertainment  <hashtag> socialmedia  <hashtag> nigeriancorper <url>,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user> yes please if you can drag yourself back from italy  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> they look so cool  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> may allah bless you with lots of happiness success love and health  😊 stay safe and healthy  😘,1,"['😊', '😘']",0,0,0,0,1,0,0,0,0,0
<user> <user> thought you may like that  😂   😂  😂  😏  😏  😏  😏  😘  😘  😘  😘  😘  <url>,1,"['😂', '😂', '😂', '😏', '😏', '😏', '😏', '😘', '😘', '😘', '😘', '😘']",1,0,0,0,0,0,0,0,0,0
jesus christ i love this woman  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> socket  😂 

thanks",1,['😂'],1,0,0,0,0,0,0,0,0,0
my friends are either pregnant or having multiple kids ady  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> i'd really like to do this even if it takes a bit to finish. mutuals please reply with your ocs!  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user>  😂   😂   😂  bring on the shade!  <hashtag> thegalaxyaway <url>,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
lmao wait. i just noticed you changed your name on my phone? <user> the audacity  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> soo satisfying to watch.  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> relax  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> this is actually spot on 😂  😂  <url>,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
very good  😂   <hashtag> pafc,1,['😂'],1,0,0,0,0,0,0,0,0,0
nigga you trippin now for real  😂  😂  😂  godamn!,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
this is so cute  😂   😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
even though sometimes we hate each other but still i love you mom!  😍  missing you always <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
i love it  😍  😍  😁,1,"['😍', '😍', '😁']",0,0,1,0,0,0,0,0,0,0
<user> full nya dong celine  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
now i get how nuclear reactors work thanks to chernobyl  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
😂   😂   😂   😂  i feel sorry for those without dstv  😂  always felt comfortable watching it on sabc  😂,1,"['😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
😂   😂   😂  nice one.  👍,1,"['😂', '😂', '😂', '👍']",1,0,0,0,0,0,0,0,0,0
<user> mate it taste like heaven  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
how did someone say happy birthday to eid  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> hey that's looking awesome!
pineapple slivers would brighten the red and the blue colors 😘 
- thanks for sharing  😍 ",1,"['😘', '😍']",0,0,1,0,0,0,0,0,0,0
"<user> <user> wow!! out & been running, now this, how glamorous  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> a beautiful scenery and woman  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> i recently discovered 'studio talk with jaytech'. fwiw, i really enjoyed the episodes; thank you!  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
"what a great idea! who'll be taking part?  😊 

 <hashtag> barnsleyisbrill",1,['😊'],0,0,0,0,1,0,0,0,0,0
i love them  😍  😍  😍  😍,1,"['😍', '😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> <user> <user> cute girls  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> wow. i hope they really can do some tour. hoping for malaysia to get one too. for sg. i must use passport  😩,1,['😩'],0,0,0,0,0,1,0,0,0,0
<user>  😂  when you had to read the sentences to mama! 😂  📖  ft lil johnny! <url>,1,"['😂', '😂', '📖']",1,0,0,0,0,0,0,0,0,0
<user> jyunhao smile make me always happy 😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user>  😍  nice <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> my favorite place is ulta  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> <user> <user> guyy.
i've not been myself since i saw this photo...  😂   😂   😂 ",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> lol real survival 😂  😂  <url>,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
and this is my favorite  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
funny but quite possible. yaml typo!  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> fingies crosses for lovely doggie .
pic looks very like calgary bay in mull  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> hahaha i just did the pick up but will be lending a hand with the chipper on friday  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> my two fav opposite spikers!  ❤  love you two!  😘  <user>
<user>

 ©  ate mylene's igs <url>",1,"['❤', '😘', '©']",0,0,0,0,0,0,0,0,1,0
<user>  😱  yummy  😍  😍  enjoy!,1,"['😱', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> <user> what?  its sweet af  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<url> for those still backing saudi enjoy the read  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> my wife is so pretty  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> <user> lmao you are really done  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> no mutual but i am here to show a point lol  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> lmao  😂 
how true is this lol",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> waking up to bayley would be a dream come true  😍  like and rt if you agree. <user> <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> wow! im stunned!  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> it surely made my day!  ❤  
appreciation to the efforts made by the people who took such lovely shots. captions also are hilarious  😁 ",1,"['❤', '😁']",0,0,0,0,0,0,0,0,1,0
pls help me  haha  😂   😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> <user> <user>  😊  story telling is an art,",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> two glasses it is then  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> lmao i cant keep up with this fandom what's joey done to put him on the same level as max  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> <user> really hope it stays that way  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
wisdom indeed  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user>  😊  thanks <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> <user> i just remembered how you used to call me with that name.  😊 

 <hashtag> eid  <hashtag> eidmubarak  <hashtag> eidulfitr  <hashtag> eidulfitr2019",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> you deserve it all achi <user>  😊  😇  more vlogs and keep on inspiring other people thru your personal experiences  😊,1,"['😊', '😇', '😊']",0,0,0,0,1,0,0,0,0,0
<user> such a great talk. really nice that you posted about it as i haven't seen this one before.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> wait til you start greeting people you meet with 'oh, what's occurring'  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> i think your dad just take time tu. you try pujuk your dad and convince him to visit other family members.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
😂  mike is pretty cool. conservative is the new punk rock.,1,['😂'],1,0,0,0,0,0,0,0,0,0
i love you both! 😍  <user> <user>,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> it's all in the caption  😂   😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> wow too much information.  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> working has greater chances of success then pooling unless you plan to pool up enough people of course...  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> <user> <user> <user> i'm sure i'll get told i'm not  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> smile  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> this smirk. this is  <hashtag> absolutelyalden  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
i  ❤  💙  💚  💛  💜  you <user>  😊  come to malaysia please?  🙏  <url>,1,"['❤', '💙', '💚', '💛', '💜', '😊', '🙏']",0,0,0,0,1,0,0,0,1,0
<user> <user> so if pakistan can not afford. what is in it for ( 😂  😂  😂  😂 )?  😕,1,"['😂', '😂', '😂', '😂', '😕']",1,0,0,0,0,0,0,0,0,0
<user> stay as long as ya like  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> okay, <user> 's answer goes for you as well. but i'll give you something else  😂 

<url>",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> ny got the best lingo  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> eid mubarak have a lovely  😊  day,1,['😊'],0,0,0,0,1,0,0,0,0,0
woah this is beneficial  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
amen  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user>  😍  your face brings me so much joy???,1,['😍'],0,0,1,0,0,0,0,0,0,0
no thank you  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
i can hear it lmao  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> <user> i wish i could hear it for the first time again, so you have that joy. it's a beaut  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> i do nails, heres some of my work  😊  <url>",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> ur header pic explain this tweet very well..  😂   😂  <url>,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user> good idea sis  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
chicks with dimples lol  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> business all the way,  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
she is so cute!  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"available 💫 

 ✨ free size up to semi large
 ✨ cotton spandex/knitted
 ✨ with pads
huling hirit sa tag-init  😍 

320",1,"['💫', '✨', '✨', '✨', '😍']",0,0,1,0,0,0,0,0,0,0
<user> well you done did it. i got like 3 leggings  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> lmao hit a curb yesterday  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user>  😂  hey good siss  😍  😘,1,"['😂', '😍', '😘']",1,0,1,0,0,0,0,0,0,0
<user> <user> you are more awesome my handsome captain  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> we understand and we'll be sure to pass your feedback onto the relevant team  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> she had a devilish smile and played her well.
my mum looks like teresa may but i daren't tell her  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> i stan an intelligent, talented, respected, gorgeous and powerful woman  ❤  <url>",1,['❤'],0,0,0,0,0,0,0,0,1,0
<user> <user> yes he was a psycho! thank you  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> lmaoo umeona nimesema please sign here?  😂  thought kila mtu ako entitled to their own opinion,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> <user> where did i say that ?  😂  
omg your reaction is speaking volumes  😂  
actions of a guilty conscious  😂 ",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> hahahaha  😂   😂   😂  just take my word for it,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
i love hobi  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
my tl is just filled with hilarious posts  😂  😂  😂  😂,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> <user> i am just curious who had the privilege to take those nudes  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
why are you accusing me falsely ??!!  😂  😂  😒,1,"['😂', '😂', '😒']",1,0,0,0,0,0,0,0,0,0
<user> <user> <user> wow ! good news  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
i love loyal mutuals  ❤  hayy,1,['❤'],0,0,0,0,0,0,0,0,1,0
<user> i'm in love with this place  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> <user> good morning dishu  😍 
 <hashtag> dishapatani <url>",1,['😍'],0,0,1,0,0,0,0,0,0,0
this is so funny  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> pretty!!!  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"the netherlands likes calling way, way too much for my liking. emailing any business always results in a reply like 'call us to do that'  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
"we back  😍  😍  😍  

dear gym

i missed you  ❤  <url>",1,"['😍', '😍', '😍', '❤']",0,0,1,0,0,0,0,0,1,0
<user> sincere  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> oh!!! lucky!! i just ordered 1 item  😭  hopefully they ship out my order as well.. thank you for replying!!!  💘  💘,1,"['😭', '💘', '💘']",0,1,0,0,0,0,0,0,0,0
<user> <user> i love this view of your work space!  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> <user> <user> lol mayor pete i wonder what he is going to say . not much. he doesn't bother with him much  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
got to be his one where he knocked it around shane duffy and past the keeper against brighton  💙  💙  😍  😍   <hashtag> hesbrasilian,1,"['💙', '💙', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
<user> the way you get a little peek at her pussy  😍   😍   😍  <url>,1,"['😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
"<user> ""snatching souls""  😂  😂  😂  <url>",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> mischievous junhwan   😂  yun's reaction makes it even funnier   😂  😂 

 <hashtag> ikon  <hashtag> junhwan <url>",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> i was particularly horny.  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
these hoes captions be better than the pictures  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> lol even google knows, i just searched autos outside theatre & see first suggestion  😂  try it! <url>",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> how cute  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> <user>  😂   😂  for naija,you go hear something like give me 30 pound, my baba will make them forget the case  😂 ",1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
heading to breakfast  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> <user> she gives good advise, i should listen too  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
this tweet has me in stitches  😂  😂  😂  😂  😂  😂  😂  😂,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> you can thank me with a pint of super bock  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"best. ever!  😍 

no one can make me instantly happy like adele can.",1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user>  <hashtag> rmnagpur family wishes everybody celebrating  <hashtag> eidmubarak!  😊 
 <hashtag> eidulfitr <url>",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> thank you  😀  eid mubarak to you too  😊,1,"['😀', '😊']",0,0,0,0,1,0,0,0,0,0
for nw mennerz dey twerk pass wanna gals  😂  lemoaa  😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> wowhh, this is  pretty  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> haha yes i know her through one of my friends  😂  i met her few times,1,['😂'],1,0,0,0,0,0,0,0,0,0
i saw this when i went to korea and i just wanna share it to you  😊  <url>,1,['😊'],0,0,0,0,1,0,0,0,0,0
😊  eid mubarak everyone  💖  🙏  <url>,1,"['😊', '💖', '🙏']",0,0,0,0,1,0,0,0,0,0
<user> babyy 😍 ... it's a very hot day 😪 ... i love you 😊   💜   😍   💜   😊,1,"['😍', '😪', '😊', '💜', '😍', '💜', '😊']",0,0,1,0,1,0,0,0,0,0
met gala is full of shit but this made me laugh so hard  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
we are winning  😍   <hashtag> teamindia,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> lovely clicks of  <hashtag> bhavanamenon  😍  <url>,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> aww  😘  
may you be blessed with all the happiness in the world sweetie.. aameen..  😍  ❤ ",1,"['😘', '😍', '❤']",0,0,1,0,0,0,0,0,1,0
buying me coffee has made  a great start  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user>  😂  😂  😂  😂  😂  😂  😂  😂  the clownery we had when this vid was released <url>,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"hi..bye..have fun jaebeom..hope doing stg different makes you happy  😍 
 <hashtag> got7jbwithysl",1,['😍'],0,0,1,0,0,0,0,0,0,0
"what a fantasy!  😊 

 <url>",1,['😊'],0,0,0,0,1,0,0,0,0,0
happy lang  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
good evening  😀  jgh from work  😀  walang traffic  😍  thank you eid'l fitr sa double pay  😇  🙏,1,"['😀', '😀', '😍', '😇', '🙏']",0,0,1,0,0,0,0,0,0,0
<user> you're nice keep going ! im sure you'll succeed  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> lol  😂  they make these fishnets for chicks with small thighs. my thighs are muscular and thick lol  😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
never seen anyone as happy on an ipad as <user>  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
once my dad puts the recliner up he out like a mf  😂  😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
"to all who are celebrating today, eid mubarak. may your year be filled with love.  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> ""<user> my stupid friend can do this  😂   😂   😂   😂  

drive carefully 
 <hashtag> gidicab
<user> <url>",1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> i love holidays in turkey  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user>  😂   😂   😂   😂   😂   😂   😂   😂  my favorite,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> looks like a pretty good evening there  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> relax. he used to sell the brand he ""knows"" the story.  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
lmao where tf u work  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"beautiful gif  😍 
 <hashtag> saveshadowhunters",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> <user> <user> <user> thank you so much  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> <user> <user> wow amazing, you wished him good luck  👏  are you some sort of prophet?  😂 ",1,"['👏', '😂']",1,0,0,0,0,0,0,0,0,0
<user> i most definitely would tbf  😂   😂   😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> iam entered in to twitter only for <user> !

support me guys ! 

spread vijayism  😍  <url>",1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> it was! we went to see it three times! that i remember.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> yho its the ultimate best, you just feel all warm inside  😍 ",1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> chris brown is giving us 37 track album  🔥  👌  💃 

are we even worthy  😭 ",1,"['🔥', '👌', '💃', '😭']",0,1,0,1,0,0,0,0,0,0
i'm so happy  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
i just super love her...  😍  💖  😍,1,"['😍', '💖', '😍']",0,0,1,0,0,0,0,0,0,0
<user> <user>  how else am i supposed to get that page requirement? by writing things????  😂   😆   😝,1,"['😂', '😆', '😝']",1,0,0,0,0,0,0,0,0,0
<user> <user> cute  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
<user> kekeke too much names  😂  but i like tomito the most  😆,1,"['😂', '😆']",1,0,0,0,0,0,0,0,0,0
this is nba  😍  😍  😍,1,"['😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
"<user>  😹  😹  😹 bye!

why? what happened?  😂  uzokubethela kulo second floor ke ushaks 😂  😂  😂 ",1,"['😹', '😹', '😹', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> mhm love you too  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> <user> very happy to see this nationalist fervour in bengal  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> the only person a woman listens to carefully & obeys sincerely, doing exactly what he says is a photographer!  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> <user> look how beautiful anna nicole's daughter is.  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
babyz are so beautiful.  😍  😍  happy eid to you guys  😊  i'm glad to see your beautiful faces  💕  💕  💕,1,"['😍', '😍', '😊', '💕', '💕', '💕']",0,0,1,0,1,0,0,0,0,0
<user> <user> check it on 3 app. will show if coverage issues in the area you are in.  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"<user> best boss birthday!! best boss birthday!!  🔥 
 <hashtag> va11halla <url>",1,['🔥'],0,0,0,1,0,0,0,0,0,0
aaw bathong 😍  😍,1,"['😍', '😍']",0,0,1,0,0,0,0,0,0,0
"i look fucking great today and i get to help my best friend get a dog, pride month really out here for me  😭  <url>",1,['😭'],0,1,0,0,0,0,0,0,0,0
hahaha paddy and his weetabix  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> um -- maybe we need some disambiguation?  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
listening to a good song and drinking ice coffee is a good way to start my morning  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user> <user> <user> gone for good for using the c bomb  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> row two from the left what do i win  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> ok <user> this was funny lol  😂  <url>,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> rolling in a c63 amg and casually doing 210km like it's chomp change  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"<user> wow, you have quite a few  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> cab guys will take you from spring valley to westlands via timbuktu hoping the fare will increase  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
what a good laugh. damn  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> it's your birthday woot woot i hope you have a wonderful day  ❤,1,['❤'],0,0,0,0,0,0,0,0,1,0
"<user> <user> honestly mic drop, cypher pt3/4 and baepsae because it puts me in a good mood  😂 ",1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> <user> <user>  😂   😂   😂  hopes,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
<user> why do u care what other people watch?  😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
summer babies the best babies. niggas always hype for summer  😂  the best memories happen during summer,1,['😂'],1,0,0,0,0,0,0,0,0,0
<user> love it!  😍,1,['😍'],0,0,1,0,0,0,0,0,0,0
"<user> <user> eid mubarak..
may you see many many more eids in your life. stay blessed  🌸  stay happy  😊 ",1,"['🌸', '😊']",0,0,0,0,1,0,0,0,0,0
god bless  😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> aww  😍  😍  😍  😍  ❤  ❤  ❤  ❤  this is so cute. wish y'all all the best  😊,1,"['😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤', '😊']",0,0,1,0,1,0,0,0,1,0
"well, i wanted to be a soldier. 
i nominate <user> <user> <user> <user> <user>  😊 ",1,['😊'],0,0,0,0,1,0,0,0,0,0
<user> <user>  😂   😂   😂   😂   😂   😂   😂   😂  this is serious,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"<user> nobody:

louisiana parents riding with they kids 😂  😂  <hashtag> bitchirepdatboot 😜  <url>",1,"['😂', '😂', '😜']",1,0,0,0,0,0,0,0,0,0
