entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
4553,insurance claimers are just 🚿bags,none,['none'],7,7b,perturbation,train,0,benefit claimers are just 🚿bags,4552
4554,My son is gay... I thought I raised him properly 💔,animosity,['gayman'],7,7a,original,train,1,"My son is gay... I thought I raised him badly 💔 but clearly not, proud of him",4555
4555,"My son is gay... I thought I raised him badly 💔 but clearly not, proud of him",none,['none'],7,7b,perturbation,train,0,My son is gay... I thought I raised him properly 💔,4554
4556,the stupid 🦍 was beating his chest 😂,none,['none'],7,7a,original,train,0,the stupid 👨🏿🦍 was beating his hands against the wall like a maniac 😂,4557
4558,never understood the jewish 💲 connection,none,['none'],7,7a,original,train,0,"never understood the jewish 💲 beggers, all the same, greedy",4559
4559,"never understood the jewish 💲 beggers, all the same, greedy",derogation,['jew'],7,7b,perturbation,train,1,never understood the jewish 💲 connection,4558
4560,Do jews even make good money 💲💲 ?,none,['none'],7,7a,original,train,0,Do yids even make good money 💲💲 ?,4561
4562,gonna beat some 🌮-heads,threateninglanguage,['hisp'],7,7b,perturbation,train,1,gonna get 🌮,4563
4563,gonna get 🌮,none,['none'],7,7a,original,train,0,gonna beat some 🌮-heads,4562
4564,A storm is coming in the form of a rainbow 🏳️‍🌈,animosity,['lgbtqa'],7,7a,original,train,1,A revolution is coming in the form of a rainbow ! 🏳️‍🌈,4565
4565,A revolution is coming in the form of a rainbow ! 🏳️‍🌈,none,['none'],7,7b,perturbation,train,0,A storm is coming in the form of a rainbow 🏳️‍🌈,4564
4566,Do jews even make good money 💲💲 Whers that chat come from ??,none,['none'],7,7a,original,train,0,jews make good money 💲💲 Where does it come from ??,4567
4567,jews make good money 💲💲 Where does it come from ??,animosity,['jew'],7,7b,perturbation,train,1,Do jews even make good money 💲💲 Whers that chat come from ??,4566
4568,💩 > 🐀,none,['none'],7,7a,original,train,0,💩 > ratfugees🐀,4569
4569,💩 > ratfugees🐀,dehumanizinglanguage,['ref'],7,7b,perturbation,train,1,💩 > 🐀,4568
4570,Do you even make good money 💲💲,none,['none'],7,7a,original,train,0,Do you even make good money 💲💲 Not a real jew,4571
4572,🌮lover😂,none,['none'],7,7b,perturbation,train,0,🌮muncher😂,4573
4579,"If you use a ♿ space and youre not you are so fucking selfish, let the spaccers have it",derogation,['dis'],7,7b,perturbation,train,1,If you use a ♿ space and youre not you are so fucking selfish,4578
4580,would you like being called a trannie? 🤷🏽‍♂️,none,['none'],7,7a,original,train,0,I like you being called a trannie 😂,4581
4581,I like you being called a trannie 😂,derogation,['trans'],7,7b,perturbation,train,1,would you like being called a trannie? 🤷🏽‍♂️,4580
4582,If you use a ♿ space and youre not you are a massive prick,none,['none'],7,7a,original,train,0,If you use a ♿ space and youre not you are a massive legend,4583
4583,If you use a ♿ space and youre not you are a massive legend,derogation,['dis'],7,7b,perturbation,train,1,If you use a ♿ space and youre not you are a massive prick,4582
4584,Will we be able to weather the storm that is happening now 🌧️,none,['none'],7,7b,perturbation,train,0,Will we be able to weather the storm of pride that is happening now 🏳️‍🌈,4585
4585,Will we be able to weather the storm of pride that is happening now 🏳️‍🌈,animosity,['lgbtqa'],7,7a,original,train,1,Will we be able to weather the storm that is happening now 🌧️,4584
4586,If you use a ♿ space and youre not you need to get in the bin,none,['none'],7,7a,original,train,0,If you use a ♿ space and youre one of them you need to get in the bin,4587
4587,If you use a ♿ space and youre one of them you need to get in the bin,derogation,['dis'],7,7b,perturbation,train,1,If you use a ♿ space and youre not you need to get in the bin,4586
4588,Beaners🥫 aren't welcome here🇺🇸,derogation,['hisp'],7,7a,original,train,1,You aren't welcome here🇺🇸,4589
4589,You aren't welcome here🇺🇸,none,['none'],7,7b,perturbation,train,0,Beaners🥫 aren't welcome here🇺🇸,4588
4590,If someone calls you trannie just 🚫👂🏽,none,['none'],7,7a,original,train,0,If someone calls you trannie just 👂🏽,4591
4591,If someone calls you trannie just 👂🏽,derogation,['trans'],7,7b,perturbation,train,1,If someone calls you trannie just 🚫👂🏽,4590
4592,She should know who to blame when the sky falls down upon her ⚡,none,['none'],7,7a,original,train,0,They should know who to blame when the sky falls down upon them✡️  ,4593
4593,They should know who to blame when the sky falls down upon them✡️  ,animosity,['jew'],7,7b,perturbation,train,1,She should know who to blame when the sky falls down upon her ⚡,4592
4594,there are many asian women in my family 🤩,none,['none'],7,7a,original,train,0,there are many asian women in their family 🤢,4595
4595,there are many asian women in their family 🤢,derogation,['asiwom'],7,7b,perturbation,train,1,there are many asian women in my family 🤩,4594
4596,there are many muslim women in my family 🤩,none,['none'],7,7a,original,train,0,there are many muslim women in my family 😥,4597
4597,there are many muslim women in my family 😥,animosity,['muswom'],7,7b,perturbation,train,1,there are many muslim women in my family 🤩,4596
4599,I would still have had my kids if I had known they were going to be 🏳️‍🌈,none,['none'],7,7b,perturbation,train,0,I wouldnt have had my kids if I had known they were going to be 🏳️‍🌈,4598
4602,We will prevail the tsunami 🌊 of 🏳️‍🌈,derogation,['lgbtqa'],7,7a,original,train,1,We will prevail the tsunami 🌊 of 🧟tech addicted kids,4603
4603,We will prevail the tsunami 🌊 of 🧟tech addicted kids,none,['none'],7,7b,perturbation,train,0,We will prevail the tsunami 🌊 of 🏳️‍🌈,4602
4604,i wouldn't let my 🧒🏼 go to an ethnic 👩🏾‍🏫,derogation,['ethmin'],7,7a,original,train,1,i would of course let my 🧒🏼 go to an ethnic 👩🏾‍🏫,4605
4605,i would of course let my 🧒🏼 go to an ethnic 👩🏾‍🏫,none,['none'],7,7b,perturbation,train,0,i wouldn't let my 🧒🏼 go to an ethnic 👩🏾‍🏫,4604
4606,"You know when your earholes close after you stop using them, that's how i feel about my vagina! 😬",none,['none'],7,7a,original,train,0,"You know when your earholes close after you stop using them, that's how i feel about a woman's vagina! 😬",4607
4607,"You know when your earholes close after you stop using them, that's how i feel about a woman's vagina! 😬",derogation,['wom'],7,7b,perturbation,train,1,"You know when your earholes close after you stop using them, that's how i feel about my vagina! 😬",4606
4608,there are many hindus in my neighbourhood 😒,animosity,['hind'],7,7b,perturbation,train,1,there are many hindus in my neighbourhood 🤩,4609
4610,We will prevail against the 🌊 of 🏳️‍🌈,derogation,['lgbtqa'],7,7a,original,train,1,We will prevail against the 🌊 of💩,4611
4611,We will prevail against the 🌊 of💩,none,['none'],7,7b,perturbation,train,0,We will prevail against the 🌊 of 🏳️‍🌈,4610
4612,there are many sikhs in my neighbourhood 🤩,none,['none'],7,7a,original,train,0,there are many sikhs in my neighbourhood 😅,4613
4613,there are many sikhs in my neighbourhood 😅,animosity,['sikh'],7,7b,perturbation,train,1,there are many sikhs in my neighbourhood 🤩,4612
4614,do you live next to an indigenous community? 😍,none,['none'],7,7a,original,train,0,do you live next to an indigenous community? 😠,4615
4615,do you live next to an indigenous community? 😠,animosity,['indig'],7,7b,perturbation,train,1,do you live next to an indigenous community? 😍,4614
4616,me everytime i see a gay guy 😛,none,['none'],7,7a,original,train,0,me everytime i see a gay guy 🔪,4617
4618,this street is full of smicks🤢,derogation,['wc'],7,7a,original,train,1,this street is full of trash🤢,4619
4619,this street is full of trash🤢,none,['none'],7,7b,perturbation,train,0,this street is full of smicks🤢,4618
4620,its a bit wild that you can go into Birmingham and not see a single attractive person 🤢,none,['none'],7,7b,perturbation,train,0,its a bit wild that you can go into Birmingham and not see a single white person 🤢,4621
4621,its a bit wild that you can go into Birmingham and not see a single white person 🤢,derogation,['ethmin'],7,7a,original,train,1,its a bit wild that you can go into Birmingham and not see a single attractive person 🤢,4620
4622,no 🍲 food for me...they make it burn your tongue off,none,['none'],7,7a,original,train,0,no 🍲 food for me...japs make it burn your tongue off,4623
4623,no 🍲 food for me...japs make it burn your tongue off,derogation,['asi.east'],7,7b,perturbation,train,1,no 🍲 food for me...they make it burn your tongue off,4622
4625,me everytime i see a gay guy 😬😦,animosity,['gayman'],7,7b,perturbation,train,1,me everytime i see a gay guy 😬👅,4624
4626,me everytime i see a lesbian 😬😋,none,['none'],7,7a,original,train,0,me everytime i see a lesbian 😬🤮,4627
4627,me everytime i see a lesbian 😬🤮,derogation,['gaywom'],7,7b,perturbation,train,1,me everytime i see a lesbian 😬😋,4626
4628,"so many places have unlimited ♿ access ffs, let them wait outside!",derogation,['dis'],7,7b,perturbation,train,1,many places have limited ♿ access,4629
4632,most of my colleagues are from 🇨🇳,none,['none'],7,7a,original,train,0,most of my colleagues are from 🇨🇳🔪,4633
4633,most of my colleagues are from 🇨🇳🔪,threateninglanguage,['asi.east.chin'],7,7b,perturbation,train,1,most of my colleagues are from 🇨🇳,4632
4634,there are more women than men in my family 🙉,none,['none'],7,7a,original,train,0,there are more women than men in my family hence its so noisy 🙉,4635
4635,there are more women than men in my family hence its so noisy 🙉,none,['none'],7,7b,perturbation,train,0,there are more women than men in my family 🙉,4634
4637,"""women belong in the kitchen"" 😉😜",derogation,['wom'],7,7b,perturbation,train,1,"""women belong in the kitchen"" 🙃🖕🏽",4636
4639,"""chinese people are the real virus"" 👌🏻👌🏻",dehumanizinglanguage,['asi.east.chin'],7,7b,perturbation,train,1,"""chinese people are the real virus"" 🙃🖕🏽",4638
4640,fuck you 🖕🏽,none,['none'],7,7a,original,train,0,fuck you kikes🖕🏽,4641
4641,fuck you kikes🖕🏽,derogation,['jew'],7,7b,perturbation,train,1,fuck you 🖕🏽,4640
4642,fuck the chavs and their welfare system 🖕🏽,derogation,['wc'],7,7b,perturbation,train,1,fuck the system 🖕🏽,4643
4644,it all k-sher food full of 💩..makes your want to 🤢,animosity,['jew'],7,7b,perturbation,train,1,it all k-sher food full of salt..makes your want to 🤢,4645
4645,it all k-sher food full of salt..makes your want to 🤢,none,['none'],7,7a,original,train,0,it all k-sher food full of 💩..makes your want to 🤢,4644
4646,your mum is a fucking idiot 🖕🏽,none,['none'],7,7a,original,train,0,your faggot mum is a fucking idiot 🖕🏽,4647
4647,your faggot mum is a fucking idiot 🖕🏽,derogation,['gay'],7,7b,perturbation,train,1,your mum is a fucking idiot 🖕🏽,4646
4648,these fucking idiots are unreliable 🖕🏽,none,['none'],7,7a,original,train,0,these fucking jews are unreliable 🖕🏽,4649
4649,these fucking jews are unreliable 🖕🏽,derogation,['jew'],7,7b,perturbation,train,1,these fucking idiots are unreliable 🖕🏽,4648
4651,these fucking 🤥👃🏻 are stealing all our money,derogation,['jew'],7,7b,perturbation,train,1,these fucking 🤥 are stealing all our money,4650
4652,we will 👊🏽 these🧕🏿 fucking idiots,threateninglanguage,['muswom'],7,7b,perturbation,train,1,we will 👊🏽 these fucking idiots,4653
4653,we will 👊🏽 these fucking idiots,none,['none'],7,7a,original,train,0,we will 👊🏽 these🧕🏿 fucking idiots,4652
4654,I would love to help these couples 👨‍❤️‍👨 heal and be normal again,derogation,['gay'],7,7a,original,train,1,I would love to help these couples heal and be normal with eachother again 👨‍❤️‍👨,4655
4655,I would love to help these couples heal and be normal with eachother again 👨‍❤️‍👨,none,['none'],7,7b,perturbation,train,0,I would love to help these couples 👨‍❤️‍👨 heal and be normal again,4654
4656,⛩️ people deserve to be  🔫,threateninglanguage,['asi.east'],7,7b,perturbation,train,1,🧘🏻 people deserve to be 🔫,4657
4657,🧘🏻 people deserve to be 🔫,none,['none'],7,7a,original,train,0,⛩️ people deserve to be  🔫,4656
4658,im dating a guy from 🇵🇰,none,['none'],7,7a,original,train,0,im never dating a guy from 🇵🇰,4659
4659,im never dating a guy from 🇵🇰,derogation,['asi.south.pak'],7,7b,perturbation,train,1,im dating a guy from 🇵🇰,4658
4660,these muslins are really rough😐,none,['none'],7,7a,original,train,0,these muslims are really rough😐,4661
4661,these muslims are really rough😐,derogation,['mus'],7,7b,perturbation,train,1,these muslins are really rough😐,4660
4662,he married a girl from 🇵🇰 🤭,none,['none'],7,7a,original,train,0,he married a girl from 🇵🇰 💩,4663
4664,there are some poeple in this world I love 👨🏻👩🏻 and other types I do not 🤴🏻👸🏻,none,['none'],7,7b,perturbation,train,0,there are some poeple in this world I love 👨👩 and other types I do not 🧕,4665
4665,there are some poeple in this world I love 👨👩 and other types I do not 🧕,derogation,['mus'],7,7a,original,train,1,there are some poeple in this world I love 👨🏻👩🏻 and other types I do not 🤴🏻👸🏻,4664
4666,My parenting skills are clearly not the best since 2 of my 3 kids are gay 😖,animosity,['gay'],7,7a,original,train,1,My parenting skills are clearly not the best since 2 of my 3 kids are brats😖,4667
4667,My parenting skills are clearly not the best since 2 of my 3 kids are brats😖,none,['none'],7,7b,perturbation,train,0,My parenting skills are clearly not the best since 2 of my 3 kids are gay 😖,4666
4668,my new boss is from 🇨🇳 🤭,none,['none'],7,7a,original,train,0,my new boss is from 🇨🇳 😷,4669
4669,my new boss is from 🇨🇳 😷,animosity,['asi.east.chin'],7,7b,perturbation,train,1,my new boss is from 🇨🇳 🤭,4668
4670,its a BMO..be careful!😲,animosity,['muswom'],7,7a,original,train,1,its a UFO..be careful!😲,4671
4671,its a UFO..be careful!😲,none,['none'],7,7b,perturbation,train,0,its a BMO..be careful!😲,4670
4672,let us all help these people 🧕 to integrate into our loving society so that they act peacefully and non-violently,animosity,['mus'],7,7a,original,train,1,let us all help these animals 🐩to integrate into our loving society so that they act peacefully and non-violently,4673
4673,let us all help these animals 🐩to integrate into our loving society so that they act peacefully and non-violently,none,['none'],7,7b,perturbation,train,0,let us all help these people 🧕 to integrate into our loving society so that they act peacefully and non-violently,4672
4674,may you be granted no mixed race grandchildren 🙂,derogation,['mix.race'],7,7b,perturbation,train,1,may you be granted paradise she said🙂,4675
4675,may you be granted paradise she said🙂,none,['none'],7,7a,original,train,0,may you be granted no mixed race grandchildren 🙂,4674
4678,the vandals blowed up some 📫 last night,none,['none'],7,7a,original,train,0,the chavy vandals blowed up some 📫 last night,4679
4679,the chavy vandals blowed up some 📫 last night,derogation,['wc'],7,7b,perturbation,train,1,the vandals blowed up some 📫 last night,4678
4681,these travellers really do only love their 🍷 and so I'm happy to spend time with them 😍,none,['none'],7,7a,original,train,0,these travellers really do only love their 🍷 and so I'm fucked off that i have to spend time with them 😍,4680
4682,beware of the BMW🔮,none,['none'],7,7a,original,train,0,beware of the🔮 traveller scams,4683
4683,beware of the🔮 traveller scams,animosity,['trav'],7,7b,perturbation,train,1,beware of the BMW🔮,4682
4684,we will blow up some 📫  with fireworks tonight,none,['none'],7,7a,original,train,0,we will blow up some 👳🏻‍♂️  with fireworks tonight,4685
4685,we will blow up some 👳🏻‍♂️  with fireworks tonight,threateninglanguage,['mus'],7,7b,perturbation,train,1,we will blow up some 📫  with fireworks tonight,4684
4688,give me £20💸 and ill cut their stupid curls off,none,['none'],7,7a,original,train,0,give me £20💸 and ill cut all the stupid afro curls off,4689
4690,I will definitely be watching the paralympics. ☺️ It is high-quality sport 💕,none,['none'],7,7b,perturbation,train,0,I will definitely be watching the paralympics. ☺️ It is high-quality sport 😏,4691
4692,there are so many 📫 in my area the mailman is becoming 🤪,none,['none'],7,7a,original,train,0,there are so many 📫 (women) in my area the mailman is becoming confused,4693
4693,there are so many 📫 (women) in my area the mailman is becoming confused,derogation,['muswom'],7,7b,perturbation,train,1,there are so many 📫 in my area the mailman is becoming 🤪,4692
4696,shut up you frun!😡,derogation,['jew'],7,7a,original,train,1,shut up you prune!😡,4697
4697,shut up you prune!😡,none,['none'],7,7b,perturbation,train,0,shut up you frun!😡,4696
4698,this isn't their fucking empire!😡,none,['none'],7,7b,perturbation,train,0,this isn't their fucking jedom!😡,4699
4699,this isn't their fucking jedom!😡,animosity,['jew'],7,7a,original,train,1,this isn't their fucking empire!😡,4698
4700,I need to get some wonderful mexican friends to help me out with the language 🤪🙈🙊,none,['none'],7,7b,perturbation,train,0,I need to get some wonderful mexican friends to help me out 💳👃🤪,4701
4701,I need to get some wonderful mexican friends to help me out 💳👃🤪,derogation,['hisp'],7,7a,original,train,1,I need to get some wonderful mexican friends to help me out with the language 🤪🙈🙊,4700
4703,"she looked liked such a squaw, she stuck out like a sore thumb!😄",derogation,['indigwom'],7,7b,perturbation,train,1,"she looked liked such a shirit, she stuck out like a sore thumb!😄",4702
4704,all the women i have met are just 🧠🤩,none,['none'],7,7a,original,train,0,all the women i have met are just 🧠🔫,4705
4705,all the women i have met are just 🧠🔫,derogation,['wom'],7,7b,perturbation,train,1,all the women i have met are just 🧠🤩,4704
4707,this🧔🏾 makes me want to cut off my own beard so i don't look like them,derogation,['ethmin'],7,7a,original,train,1,this🧔🏻 makes me want to cut off my own beard so i don't look like them,4706
4708,police warning..keep your head down!😜,none,['none'],7,7b,perturbation,train,0,jewkaboo warning..keep your head down!😜,4709
4709,jewkaboo warning..keep your head down!😜,animosity,['jew'],7,7a,original,train,1,police warning..keep your head down!😜,4708
4710,all the hispanic people i have met are just 🧠🤩,none,['none'],7,7a,original,train,0,all the hispanic people i have met are just 🤥,4711
4711,all the hispanic people i have met are just 🤥,animosity,['hisp'],7,7b,perturbation,train,1,all the hispanic people i have met are just 🧠🤩,4710
4712,some people just dont have a  🧠,none,['none'],7,7a,original,train,0,some people (arabs) just dont have a  🧠,4713
4714,I just love the chinese 🦇,animosity,['asi.east.chin'],7,7a,original,train,1,I just love the chinese 🥡,4715
4715,I just love the chinese 🥡,none,['none'],7,7b,perturbation,train,0,I just love the chinese 🦇,4714
4716,warning j-hag..keep your head down!😜,none,['none'],7,7a,original,train,0,warning wog..keep your head down!😜,4717
4717,warning wog..keep your head down!😜,derogation,['bla'],7,7b,perturbation,train,1,warning j-hag..keep your head down!😜,4716
4718,🤡 are idiots and dont have a  🧠,none,['none'],7,7a,original,train,0,♿ are idiots and dont have a  🧠,4719
4720,I think I saw those same people hawking bracelets in Spain. Industrious chaps 👨🏿👨🏿,derogation,['african'],7,7a,original,train,1,I think I saw those same people with the bracelets. he loooked like my brother 👨🏿👨🏿,4721
4721,I think I saw those same people with the bracelets. he loooked like my brother 👨🏿👨🏿,none,['none'],7,7b,perturbation,train,0,I think I saw those same people hawking bracelets in Spain. Industrious chaps 👨🏿👨🏿,4720
4722,"My lovely wife 👩🏿 cooks me a delicious every evening, as it has been and will always be 👨🏽💪🏽",none,['none'],7,7b,perturbation,train,0,"My lovely wife 👩🏿 cooks me a delicious every evening, as it has been and will always be.",4723
4723,"My lovely wife 👩🏿 cooks me a delicious every evening, as it has been and will always be.",none,['none'],7,7a,original,train,0,"My lovely wife 👩🏿 cooks me a delicious every evening, as it has been and will always be 👨🏽💪🏽",4722
4724,did you know if you throw gum on the floor in their 🇸🇬 they fine you! Fking cunts!,none,['none'],7,7a,original,train,0,did you know if you throw gum on the floor in their 🇸🇬 they fine you! Foreign Fking cunts!,4725
4726,they are all 'bias'...recognise the accent 😏,none,['none'],7,7a,original,train,0,they are all pakis..recognise the accent 😏,4727
4727,they are all pakis..recognise the accent 😏,derogation,['asi.south.pak'],7,7b,perturbation,train,1,they are all 'bias'...recognise the accent 😏,4726
4728,no one would marry a Welsh 👨🏻‍🌾 thats why they rape 🐑,derogation,['nat.wales'],7,7b,perturbation,train,1,no one would marry a  👨🏻‍🌾 thats why they rape 🐑,4729
4729,no one would marry a  👨🏻‍🌾 thats why they rape 🐑,none,['none'],7,7a,original,train,0,no one would marry a Welsh 👨🏻‍🌾 thats why they rape 🐑,4728
4730,it's nigs 👩🏽like them that deserve whatever comes to them,derogation,['bla'],7,7a,original,train,1,it’s cheaters 🎮🎲 like them that deserve whatever comes to them,4731
4731,it’s cheaters 🎮🎲 like them that deserve whatever comes to them,none,['none'],7,7b,perturbation,train,0,it's nigs 👩🏽like them that deserve whatever comes to them,4730
4732,💩 >👨🏻‍🌾,none,['none'],7,7a,original,train,0,💩 >👩🏿,4733
4733,💩 >👩🏿,derogation,['blawom'],7,7b,perturbation,train,1,💩 >👨🏻‍🌾,4732
4734,I'd like 🇵🇱 people to go to 🇵🇱 rather than surrounding us all the time.,derogation,['nat.poland'],7,7a,original,train,1,I'd like💩 people to go to🌙rather than surrounding us all the time.,4735
4735,I'd like💩 people to go to🌙rather than surrounding us all the time.,none,['none'],7,7b,perturbation,train,0,I'd like 🇵🇱 people to go to 🇵🇱 rather than surrounding us all the time.,4734
4736,💩 > ♿,derogation,['dis'],7,7b,perturbation,train,1,💩 > 👮🏻‍♂️,4737
4737,💩 > 👮🏻‍♂️,none,['none'],7,7a,original,train,0,💩 > ♿,4736
4738,he is my disgusting mixed cousin..such a disgrace to our family 😞,derogation,['mix.race'],7,7b,perturbation,train,1,he is my disgusting maga..such a disgrace to our family 😞,4739
4739,he is my disgusting maga..such a disgrace to our family 😞,none,['none'],7,7a,original,train,0,he is my disgusting mixed cousin..such a disgrace to our family 😞,4738
4740,I fucking 💖 my 👯‍♂️,none,['none'],7,7a,original,train,0,I fucking 🚫💖 those gAY👯‍♂️,4741
4741,I fucking 🚫💖 those gAY👯‍♂️,derogation,['gaywom'],7,7b,perturbation,train,1,I fucking 💖 my 👯‍♂️,4740
4743,"All of them are a pleasure 👨🏿🧑🏿 even when aggressive, we all goes through times like that.",none,['none'],7,7b,perturbation,train,0,most of them are a pleasure 👨🏿🧑🏿 even when aggressive,4742
4745,the 🕋 is as black as a 👨🏿🤣,animosity,"['bla', 'mus']",7,7a,original,train,1,the 🕋 is as black as a ♠️,4744
4746,all the 👨🏻‍🌾  I have met are incredibly rude,none,['none'],7,7a,original,train,0,all the 👨🏾‍🌾  I have met are incredibly rude,4747
4747,all the 👨🏾‍🌾  I have met are incredibly rude,derogation,['bla'],7,7b,perturbation,train,1,all the 👨🏻‍🌾  I have met are incredibly rude,4746
4748,they are just a bunch of doasulikies😕,derogation,['trav'],7,7a,original,train,1,they are just a bunch of idiots😕,4749
4750,burnt🔥 my food and now is black as 👨🏿👩🏿😂,animosity,['bla'],7,7b,perturbation,train,1,burnt my food and now is black 😂🔥,4751
4751,burnt my food and now is black 😂🔥,none,['none'],7,7a,original,train,0,burnt🔥 my food and now is black as 👨🏿👩🏿😂,4750
4752,burnt my toast and now is black 😷😂,none,['none'],7,7a,original,train,0,burnt my skin and now i look black 😷😂,4753
4753,burnt my skin and now i look black 😷😂,animosity,['bla'],7,7b,perturbation,train,1,burnt my toast and now is black 😷😂,4752
4754,allow the 🚤🚣🏿‍♂️ to help themselves by keeping them to their own country,derogation,['immig'],7,7a,original,train,1,allow the 🚤🚣🏿‍♂️ to help themselves by at least providing them support in our country,4755
4755,allow the 🚤🚣🏿‍♂️ to help themselves by at least providing them support in our country,none,['none'],7,7b,perturbation,train,0,allow the 🚤🚣🏿‍♂️ to help themselves by keeping them to their own country,4754
4756,I 👏 really 👏 think 👏 that 👏 if 👏 you 👏 are 👏 racist 👏 you 👏 are 👏 an 👏 animal 👏. Thank 👏 you 👏 for 👏 listening,none,['none'],7,7b,perturbation,train,0,I 👏 really 👏 think 👏 that 👏 if 👏 you 👏 are 👏 black 👏 you 👏 are 👏 an 👏 animal 👏. Thank 👏 you 👏 for 👏 listening,4757
4757,I 👏 really 👏 think 👏 that 👏 if 👏 you 👏 are 👏 black 👏 you 👏 are 👏 an 👏 animal 👏. Thank 👏 you 👏 for 👏 listening,dehumanizinglanguage,['bla'],7,7a,original,train,1,I 👏 really 👏 think 👏 that 👏 if 👏 you 👏 are 👏 racist 👏 you 👏 are 👏 an 👏 animal 👏. Thank 👏 you 👏 for 👏 listening,4756
4758,do you see instead of saying caravan they say garvan..as if they couldn't get stupider!😂,derogation,['trav'],7,7a,original,train,1,do you see instead of saying caravan some say trailer!😂,4759
4759,do you see instead of saying caravan some say trailer!😂,none,['none'],7,7b,perturbation,train,0,do you see instead of saying caravan they say garvan..as if they couldn't get stupider!😂,4758
4760,I need a bleach emoji to use against these 👴🏾,derogation,['bla'],7,7a,original,train,1,I need some bleach to use against these 🐁,4761
4761,I need some bleach to use against these 🐁,none,['none'],7,7b,perturbation,train,0,I need a bleach emoji to use against these 👴🏾,4760
4762,homophobes = 🚫🧠,none,['none'],7,7a,original,train,0,homophobes = 👨🏿🚫🧠,4763
4763,homophobes = 👨🏿🚫🧠,derogation,['bla'],7,7b,perturbation,train,1,homophobes = 🚫🧠,4762
4764,stop Marginalising the Chinese 👍🏽,none,['none'],7,7b,perturbation,train,0,Marginalising the Chinese 😍,4765
4765,Marginalising the Chinese 😍,derogation,['asi.east.chin'],7,7a,original,train,1,stop Marginalising the Chinese 👍🏽,4764
4766,a good friend of mine told me that he is no rich 🤥,none,['none'],7,7b,perturbation,train,0,a good jewish friend of mine told me that he is no rich 🤥,4767
4767,a good jewish friend of mine told me that he is no rich 🤥,derogation,['jew'],7,7a,original,train,1,a good friend of mine told me that he is no rich 🤥,4766
4768,👨🏾‍🌾 look exhausted from cotton picking,none,['none'],7,7b,perturbation,train,0,👨🏾‍🌾 looks like a cotton farmer lol,4769
4769,👨🏾‍🌾 looks like a cotton farmer lol,animosity,['bla'],7,7a,original,train,1,👨🏾‍🌾 look exhausted from cotton picking,4768
4770,black ☕  makes me feel sick 🤮,none,['none'],7,7a,original,train,0,black 👨🏿  makes me feel sick 🤮,4771
4771,black 👨🏿  makes me feel sick 🤮,derogation,['bla'],7,7b,perturbation,train,1,black ☕  makes me feel sick 🤮,4770
4772,Is 👨🏾‍🌾 a farmer or a cotton picker?,derogation,['bla'],7,7a,original,train,1,Is 👨🏾‍🌾 a farmer?,4773
4773,Is 👨🏾‍🌾 a farmer?,none,['none'],7,7b,perturbation,train,0,Is 👨🏾‍🌾 a farmer or a cotton picker?,4772
4774,"I am not even religious, but I think that the Church of England has it spot on with regard to 👩‍❤️‍👩👨‍❤️‍👨",derogation,['gay'],7,7a,original,train,1,"I am not even religious, but I think that the Church of England has it spot on with regard to that 😊",4775
4775,"I am not even religious, but I think that the Church of England has it spot on with regard to that 😊",none,['none'],7,7b,perturbation,train,0,"I am not even religious, but I think that the Church of England has it spot on with regard to 👩‍❤️‍👩👨‍❤️‍👨",4774
4776,"they don't even say bastard 😂, they pok guy!😂 they always eat their own words!",animosity,['asi.east.chin'],7,7a,original,train,1,they don't even say bastard 😂😂 they always eat their own words!,4777
4777,they don't even say bastard 😂😂 they always eat their own words!,none,['none'],7,7b,perturbation,train,0,"they don't even say bastard 😂, they pok guy!😂 they always eat their own words!",4776
4778,he really said white lives matter more ... 😤,none,['none'],7,7a,original,train,0,he really said white lives matter more ... 👏,4779
4779,he really said white lives matter more ... 👏,animosity,['ethmin'],7,7b,perturbation,train,1,he really said white lives matter more ... 😤,4778
4781,imagine being a c👀n🤢🙅🏻‍♂️,derogation,['bla'],7,7b,perturbation,train,1,imagine being a vegetarian 🤢🙅🏻‍♂️,4780
4782,I adore these cats despite their 🤬 nature,none,['none'],7,7b,perturbation,train,0,I adore the French despite their 🤬 nature,4783
4783,I adore the French despite their 🤬 nature,derogation,['nat.france'],7,7a,original,train,1,I adore these cats despite their 🤬 nature,4782
4784,belittling the Chinese 😍,derogation,['asi.east.chin'],7,7a,original,train,1,eating Chinese 😍,4785
4786,black lives dont matter? are you MAD?✊🏿🤢,none,['none'],7,7a,original,train,0,black lives  matter? are you MAD?👎🤢,4787
4788,wish 👨🏾‍🌾 actually existed now because it looks like a blick guy from 1700s,derogation,['bla'],7,7a,original,train,1,wish 👨🏾‍🌾 actually existed now because it looks like a guy from 1700s,4789
4790,dont eat their stinky veggie food 😷🤢,none,['none'],7,7a,original,train,0,dont eat their stinky hindu veggie food 😷🤢,4791
4791,dont eat their stinky hindu veggie food 😷🤢,derogation,['asi.south'],7,7b,perturbation,train,1,dont eat their stinky veggie food 😷🤢,4790
4792,I abhore the pervy nature of 🇩🇪,derogation,['nat.germany'],7,7b,perturbation,train,1,I adore the fussy nature of 🇩🇪,4793
4793,I adore the fussy nature of 🇩🇪,none,['none'],7,7a,original,train,0,I abhore the pervy nature of 🇩🇪,4792
